index,smiles,AlogP,Effective
466,CC(=O)NCCn1c(=O)c(-c2ccc(C)cc2)nc2cnc(NCc3ccc(Cl)c(Cl)c3)cc21,4.82,0
467,COc1ccc(-c2nc3ccc(NCc4cc(C(F)(F)F)ccn4)cc3n(CCNC(C)=O)c2=O)cc1,4.23,0
468,O=C(Nc1ccc2ncn(Cc3ccc(Cl)cc3)c(=O)c2c1)OCc1ccccc1,4.85,0
469,O=C(Nc1ccc2ncn(Cc3ccc(F)c(Cl)c3)c(=O)c2c1)OCc1ccccc1,4.99,0
470,Cc1ccc(Cn2cnc3ccc(NC(=O)OCc4ccccc4)cc3c2=O)cc1C,4.81,0
471,O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)cc3)c(=O)c2c1,2.03,1
472,FC(F)(F)c1ccccc1OC1CCN(c2nnc(-c3nn[nH]n3)s2)CC1,2.78,1
473,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.05,0
474,OCc1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cc1,4.57,0
475,COc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)nc3n(CCNC(C)=O)c2=O)cc1,4.23,0
476,COc1ccc(-c2nc3ccc(NCc4cc(C(F)(F)F)cc(C(F)(F)F)c4)nc3n(CCNC(C)=O)c2=O)cc1,5.25,0
477,CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2cnc(NCc3ccc(Cl)c(Cl)c3)cc21,3.91,0
478,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,4.19,0
479,O=C(O)Cc1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,4.12,0
480,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,4.19,0
481,Cn1cc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,3.54,0
482,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(CO)cc54)CC3)nn2)cn1,2.4,1
483,Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,3.81,0
484,Cc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,3.14,0
485,Cc1csc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)n1,4.57,0
486,Cc1csc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)c1,5.18,0
487,Cc1cnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)s1,4.57,0
488,Cn1cc(-c2ccc(N3CCC(n4c(C(F)(F)F)nc5ccccc54)CC3)nn2)cn1,4.09,0
489,Cn1cc(-c2ccc(N3CCC(n4nc(Cl)c5ccccc54)CC3)nn2)cn1,3.72,0
490,Fc1ccc2onc(C3CCN(c4ccc(-n5ccnc5)nn4)CC3)c2c1,3.33,0
491,OCCc1cnn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)c1,2.86,1
492,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCC(=O)O,4.48,0
493,COc1ccc(C(=O)Nc2ncc(Cc3cccc(OC(F)(F)F)c3)s2)cc1OCCO,4.26,0
494,COc1ccc(C(=O)Nc2ncc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)cc1OCCO,5.4,0
495,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(F)c3)s2)cc1OCCO,3.64,0
496,COc1ccc(C(=O)Nc2ncc(Cc3ccc(C)c(F)c3)s2)cc1OCCO,3.81,0
497,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(cccc5C(F)(F)F)O4)CC3)s2)n1,3.26,0
498,COc1ccc(Cl)c(N2CC3CN(c4ncc(-c5nnn(CC(=O)O)n5)s4)CC3C2)c1,2.12,1
499,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,4.19,0
500,CNC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,2.48,1
501,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1,2.94,1
502,COc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,3.05,0
503,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccc(F)c3)nn2)CC1,3.49,0
504,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccn3)nn2)CC1,2.74,1
505,O=C(O)Cn1nnc(-c2cc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)no2)n1,1.78,1
506,NC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,2.22,1
507,NC(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,3.31,0
508,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.9,0
509,O=C(O)Cn1nnc(-c2cc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)no2)n1,1.78,1
510,O=C(O)Cn1nnc(-c2nnc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)s2)n1,1.64,1
511,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CN(c3cc(F)ccc3Cl)C4)s2)n1,2.78,1
512,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,2.36,1
513,O=C(O)Cn1nnc(-c2cc(OCCCOc3cc(F)ccc3Br)no2)n1,2.16,1
514,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2C3=O)nn1,2.97,1
515,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,3.35,0
516,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2C3=O)nn1,2.55,1
517,COc1ccc(NC(=O)c2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.38,0
518,CN(C)CCOc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.32,0
519,O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc(N2CCOCC2)c(OCCO)c1,4.21,0
520,NC(=O)c1n[nH]c(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,1.97,1
521,NC(=O)Nc1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,3.7,0
522,Cc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1C,5.62,0
523,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OC,5.02,0
524,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1,5.01,0
525,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(C)(C)C)c3)s2)cc1OCCO,4.66,0
526,COc1ccc(C(=O)Nc2ncc(Cc3cc(F)cc(F)c3)s2)cc1OCCO,3.64,0
527,COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(C(F)(F)F)c3)s2)cc1OCCO,4.52,0
528,COc1ccc(C(=O)Nc2ncc(Cc3ccc(C)c(F)c3)s2)cc1OCCO,3.81,0
529,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(CCc5cccnc5)o4)nn3)CC1)O2,5.09,0
530,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(O)c4)cc3)[nH]c2c1,4.01,0
531,COc1ccc(-c2nc3ccc(NCc4cccc(C(F)(F)F)c4)cc3n(CCNC(C)=O)c2=O)cc1,4.84,0
532,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccnc3)nn2)CC1,2.74,1
533,Cc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.19,0
534,COc1ccc(C(=O)Nc2ncc(Oc3cccc(C(F)(F)F)c3)s2)cc1OCCO,4.59,0
535,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,3.72,0
536,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1,2.94,1
537,COc1cccc2c1C(O)CC1(CCN(c3ccc(C(=O)NCC(O)c4ccccc4)nn3)CC1)O2,2.8,1
538,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(F)cccc4O3)CC2)nn1,2.84,1
539,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,4.04,0
540,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,3.35,0
541,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccc(F)c3)nn2)CC1,3.49,0
542,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccc(F)cc3)nn2)CC1,3.49,0
543,O=C(NC[C@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.92,1
544,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3)CC2)nn1,3.04,0
545,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccsc3)nn2)CC1,3.41,0
546,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4C3=O)CC2)nn1,3.36,0
547,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2CC3=O)nn1,2.48,1
548,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1,3.3,0
549,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(Cl)c4)cc3)[nH]c2c1,4.95,0
550,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.9,0
551,O=C(NCc1cccnc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1,3.17,0
552,C[S+]([O-])c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,4.77,0
553,O=C(O)Cn1nnc(-c2nnc(N3CCC(Oc4cc(F)ccc4Br)CC3)s2)n1,2.23,1
554,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,2.36,1
555,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1,2.94,1
556,O=C(CO)Nc1ccc2ncn(Cc3cccc(-c4ccccc4)c3)c(=O)c2c1,3.04,0
557,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(F)ccc(F)c4O3)CC2)nn1,2.98,1
558,O=C(NCc1cccnc1)Nc1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,4.58,0
559,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCCN1CCOCC1,4.72,0
560,COc1ccc(C(=O)Nc2ncc(Cc3cccc(OC(F)(F)F)c3)s2)cc1OCCO,4.26,0
561,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2CO3)nn1,3.05,0
562,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1cccc(F)c1,3.96,0
563,Cc1nc(NC(=O)Cc2ccccc2)sc1C(=O)NCc1ccccc1,3.56,0
564,O=C(NCc1ccccc1)c1ccccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,4.75,0
565,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2c(F)ccc(F)c2Cl)CC1,2.25,1
566,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2c(Cl)cccc2Cl)CC1,2.62,1
567,O=C(CNc1nccnc1Cl)N1CCC(Oc2ccccc2Cl)CC1,3.27,0
568,COC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,2.4,1
569,CCNC(=O)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,3.33,0
570,Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,4.37,0
571,CNC(=O)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,2.94,1
572,CC(C)(C)c1ccc(C2(C#N)CCN(c3ccc(-c4nc(CO)no4)nn3)CC2)cc1,3.38,0
573,N#CC1(c2ccc(Cl)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,2.73,1
574,NC1(c2ccccc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,1.47,1
575,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCCc1ccccn1,3.4,0
576,CCCCN1CCN(c2nc(C)c(C(=O)NCc3cccnc3)s2)C1=O,2.82,1
577,Cc1nc(-c2noc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,4.02,0
578,NC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,2.22,1
579,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccsc3)nn2)CC1,3.41,0
580,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,3.35,0
581,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccc(F)cc3)nn2)CC1,3.49,0
582,NS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,3.68,0
583,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(F)c4)cc3)[nH]c2c1,4.44,0
584,Cc1nc(-n2ccc(C(F)(F)F)cc2=O)sc1C(=O)NCc1ccccc1,3.55,0
585,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)c(F)c1,2.52,1
586,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1,2.38,1
587,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(Cl)c4)cc3n(CCNC(C)=O)c2=O)cc1,5.13,0
588,O=C(O)Cn1nnc(-c2cnc(N3CC4(C3)CN(c3cc(F)ccc3Cl)C4)s2)n1,2,1
589,Cn1ccc(NC(=O)c2cn(Cc3cccc(OC(F)(F)F)c3)cn2)n1,2.82,1
590,OCn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,3.23,0
591,Fc1cc(Br)c(OC2CCN(c3nccnn3)CC2)cc1F,2.96,1
592,CC1CN(c2nccnn2)CCC1Oc1cc(C(F)(F)F)ccc1Cl,3.84,0
593,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1,2.29,1
594,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1,2.29,1
595,O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CC(=O)c3ccccc3O4)s2)n1,1.89,1
596,Cc1cccc2c1CCC1(CCN(c3ncc(-c4nnn(CC(=O)O)n4)s3)CC1)O2,2.55,1
597,O=C(O)Cn1ccn(-c2cnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)c1=O,3.2,0
598,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(C=Cc4ccccc4O3)CC2)nn1,3.38,0
599,O=c1[nH]ccc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc12,4.05,0
600,FC(F)(F)c1ccccc1OC1CCN(c2ncnc3[nH]cnc23)CC1,3.42,0
601,Cc1cnc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)cn1,2.01,1
602,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccc(C(F)(F)F)nc1,3.33,0
603,Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(Cl)cc54)CC3)nn2)cn1,3.72,0
604,OCCn1cc(-c2ccc(N3CCC(n4ncc5ccc(F)cc54)CC3)nn2)cn1,2.66,1
605,Cc1cn(-c2ccc(N3CCC(c4noc5cc(F)ccc45)CC3)nn2)cn1,3.64,0
606,COc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,3.72,0
607,Cn1cc(-c2ccc(N3CCC(n4ncc5cc(F)ccc54)CC3)nn2)cn1,3.21,0
608,Cc1ccn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)n1,3.64,0
609,Fc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,4.45,0
610,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nc(Cc5cccnc5)n[nH]4)nn3)CC1)O2,4.63,0
611,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,4.9,0
612,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(-c5cccnc5)o4)nn3)CC1)O2,4.97,0
613,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2CO3)nn1,3.05,0
614,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2ccc(F)cc2O3)nn1,2.93,1
615,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(Cl)cccc4O3)CC2)nn1,3.35,0
616,Cc1cccc2c1CCC1(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC1)O2,3.01,0
617,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2c(F)cccc2O3)nn1,2.93,1
618,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2CC3O)nn1,2.27,1
619,O=C(O)Cn1nnc(-c2cnc(N3CCN(c4cc(F)ccc4Cl)CC3)s2)n1,2,1
620,O=C(O)Cn1nnc(-c2cnc(N3C[C@@H]4C[C@H]3CN4c3cc(F)ccc3Cl)s2)n1,2.14,1
621,O=C(O)Cn1nnc(-c2cc(OCCOc3cc(F)ccc3Br)no2)n1,1.77,1
622,O=C(O)Cn1nnc(-c2nnc(OCCCOc3cc(F)ccc3Br)s2)n1,2.03,1
623,O=C(O)Cn1nnc(-c2cnc(OCCCOc3cc(OC(F)(F)F)ccc3Br)s2)n1,3.39,0
624,O=C1CC2(CCN(c3ccc(C(=O)NCC(O)c4ccccc4)nn3)CC2)Oc2ccccc2N1,2.7,1
625,CCN1CCC2(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC2)Oc2ccccc21,2.98,1
626,Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)NCc1cccnc1,2.43,1
627,Cc1nc(-c2cnn(Cc3ccccc3)c2)sc1C(=O)NCc1ccccc1,4.29,0
628,Cc1cnc(CNC(=O)c2sc(-n3ccc(O)cc3=O)nc2C)cn1,1.34,1
629,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,2.24,1
630,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cn(C)cn1,1.65,1
631,Cc1cc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)[nH]n1,1.95,1
632,Cc1nc(-n2cnn(CC3CC3(F)F)c2=O)sc1C(=O)NCc1cccnc1,1.78,1
633,Cc1nc(-n2cnn(C(C)c3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccccn1,2.87,1
634,Cn1cc(CNC(=O)c2cc(-n3cnn(Cc4ccc(F)cc4)c3=O)n[nH]2)cn1,0.61,1
635,FC(F)(F)c1ccccc1OC1CCN(c2nccnn2)CC1,2.94,1
636,O=C(O)COc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2s1,3.5,0
637,Cc1nc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc2c(=O)[nH]1,3.75,0
638,Fc1ccc(Br)c(OC2CCN(c3nc4ccccc4s3)CC2)c1,5.25,0
639,Fc1ccc(Br)c(OC2CCN(c3ncc4nc[nH]c4n3)CC2)c1,3.3,0
640,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4Cl)CC3)nn2)c1,3.94,0
641,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,4.79,0
642,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)cn2)c1,4.19,0
643,COC(=O)c1ccccc1NCc1ccc(C(=O)Nc2nc(C)cs2)cc1,4.1,0
644,CCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CCO)cs2)cc1,4.88,0
645,O=C(O)CCc1cnc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)s1,5.04,0
646,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNC(=O)c3ccsc3)c2=O)cc1,5.27,0
647,COc1ccc(-c2nc3cnc(NCc4cccc(C(F)(F)F)c4)nc3n(CCC(N)=O)c2=O)cc1,3.37,0
648,CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2cnc(NCc3ccc(Cl)c(Cl)c3)nc21,3.3,0
649,NC(=O)CCn1c(=O)c(-c2cccnc2)nc2cnc(NCc3ccc(Cl)c(Cl)c3)nc21,3.04,0
650,COc1ccc(-c2nc3ccc(NCc4ccc(C(F)(F)F)cc4)nc3n(CCNC(C)=O)c2=O)cc1,4.23,0
651,COc1ccc(-c2nc3ccc(NCc4cc(C(F)(F)F)ccc4F)nc3n(CCNC(C)=O)c2=O)cc1,4.37,0
652,COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCC(N)=O)c2=O)cc1,4.26,0
653,CONC(=O)CCn1c(=O)c(-c2ccc(OC)cc2)nc2ccc(NCc3cccc(C(F)(F)F)c3)nc21,4.17,0
654,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4I)CC3)nn2)c1,3.89,0
655,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccc(F)cc3C(F)(F)F)CC2)nn1,3.13,0
656,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(Cl)ccc3Cl)CC2)nn1,3.28,0
657,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)C3CC3C(F)(F)F)CC2)nn1,1.85,1
658,O=C(NCc1ncco1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,2.38,1
659,O=C(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1,3.07,0
660,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.43,0
661,CCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,3.38,0
662,Cn1nc(Cc2cccnc2)nc1-c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,4.64,0
663,O=C(O)c1ccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)cc1,4.91,0
664,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4Br)CC3)nn2)c1,4.05,0
665,c1cncc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)c1,3.88,0
666,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,3.58,0
667,Cc1nc(N2C[C@@H](Cc3ccccc3)NC2=O)sc1C(=O)NCc1ccccc1,3.52,0
668,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccn4)cc3)sc2c1,4.18,0
669,COc1ccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,3.47,0
670,O=C(Nc1nc2ccc(OCCBr)cc2s1)c1ccc(C(=O)c2ccccc2)cc1,5.55,0
671,COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,3.57,0
672,COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,3.87,0
673,C#CCOc1ccc(C(=O)c2ccc(C(=O)Nc3nc4ccc(OC)cc4s3)cc2)cc1,4.8,0
674,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2cccc(F)c2O3)nn1,2.93,1
675,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(CCc5cccnc5)o4)nn3)CC1)O2,5.09,0
676,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(C=Cc4ccccc4O3)CC2)nn1,3.38,0
677,Cc1cccc2c1CCC1(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC1)O2,3.01,0
678,FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(-c5cccnc5)o4)nn3)CC1)O2,4.97,0
679,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.6,0
680,COc1ccc2nc(NC(=O)c3ccc(N=[N+]=[N-])cc3)sc2c1,4.5,0
681,COc1ccc(C(=O)Nc2nc3ccccc3s2)cc1,3.56,0
682,COc1cc2sc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)nc2cc1Br,5.55,0
.,,,0
684,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,3.68,0
685,COc1ccc2nc(NC(=O)c3ccc(N)cc3)sc2c1,3.14,0
686,O=C(Nc1nc2ccccc2[nH]1)c1ccc(C(=O)c2ccccc2)cc1,4.05,0
687,O=C(Nc1nccs1)c1ccc(C(=O)c2ccccc2)cc1,3.63,0
688,CCCn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,4.69,0
689,OCCn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,3.27,0
690,Cc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,3.22,0
691,Cc1ccc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,4.51,0
692,NC(=O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,3.41,0
693,Cn1cc(Cl)nc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)c1=O,3.5,0
694,Clc1ccccc1OC1CCN(c2nccnn2)CC1,2.57,1
695,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccc1,3.82,0
696,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,4.61,0
697,O=C(Nc1nc2ccccc2o1)c1ccc(C(=O)c2ccccc2)cc1,4.31,0
698,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5.29,0
699,Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)o3)c2=O)sc1C(=O)NCc1cccnc1,2.78,1
700,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cnn(C)c1,1.65,1
701,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2)CC1,1.32,1
