index,smiles,pChEMBL Value,Effective
714,O=C(O)Cn1nnc(-c2cnc(N3CCN(c4cc(F)ccc4Cl)CC3)s2)n1,5.38,0
715,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccncc4)cc3)[nH]c2c1,5.37,0
716,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCC(=O)O,5.36,0
717,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,5.35,0
718,COc1ccc(-c2nc3cnc(NCc4cccc(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,5.34,0
719,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(C(=O)c2ccccc2)cc1,5.33,0
720,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5.3,0
721,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4I)CC3)nn2)c1,5.29,0
722,COc1ccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,5.26,0
723,COc1ccc2nc(NC(=O)c3ccc([C@@H](N)c4ccccc4)cc3)sc2c1,5.24,0
724,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5.24,0
725,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cnc(Cl)nc3C(F)(F)F)CC2)nn1,5.23,0
726,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,5.22,0
727,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2)CC1,5.2,0
728,O=C(O)Cn1nnc(-c2cncc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)c2)n1,5.2,0
729,CCCCCCNC(=O)c1ncc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,5.19,0
730,NC(=O)c1csc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,5.19,0
731,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,5.17,0
732,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)cn2)c1,5.17,0
733,COc1cc2sc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)nc2cc1Br,5.16,0
734,O=C(NCc1ccccc1)c1cccc(NCC(=O)N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,5.14,0
735,O=C(O)Cn1nnc(-c2cc(OCCCOc3cc(F)ccc3Br)no2)n1,5.11,0
736,COC(=O)c1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,5.11,0
737,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)c(F)cc4Br)CC3)nn2)c1,5.08,0
738,COc1ccc2nc(NC(=O)c3ccc(Nc4ccccc4)cc3)sc2c1,5.05,0
739,O=C(O)Cn1nnc(-c2cnc(N3C[C@@H]4C[C@H]3CN4c3cc(F)ccc3Cl)s2)n1,5.04,0
740,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,5.03,0
741,O=C(O)Cn1nnc(-c2cc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)no2)n1,5,0
742,Cc1nc(-c2cn(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,5,0
743,Fc1ccc(Br)c(OC2CCN(c3nc4ccccc4s3)CC2)c1,4.97,0
744,Fc1ccc(Br)c(OC2CCN(c3nnc(-c4nn[nH]n4)s3)CC2)c1,4.9,0
745,O=C(c1ccccc1C(F)(F)F)N1CCN(c2nccs2)CC1,4.89,0
746,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(C(=O)c2ccccc2)cc1,4.83,0
747,O=C(O)Cn1nnc(-c2cnc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)s2)n1,4.81,0
748,COC(=O)c1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,4.8,0
749,COc1ccc2nc(NC(=O)c3ccc(OCc4ccccc4)cc3)sc2c1,4.77,0
750,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4Br)CC3)nn2)c1,4.74,0
751,Cc1ccccc1S(=O)(=O)N1CCN(c2ccc(C(=O)NCc3ccccc3)nn2)CC1,4.71,0
752,Cc1nc(OCCCOc2cc(F)ccc2Br)sc1-c1nnn(CC(=O)O)n1,4.69,0
753,COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,4.68,0
754,COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,4.68,0
755,O=C(Nc1nc2ccccc2s1)c1ccc([N+](=O)[O-])cc1,4.66,0
756,COc1ccc2nc(NC(=O)c3ccc(N)cc3)sc2c1,4.66,0
757,O=C(O)CCc1nc2nc(N3CCC(Oc4cc(F)ccc4Br)CC3)sc2c(=O)[nH]1,4.61,0
758,COc1ccc2nc(NC(=O)c3ccc(F)cc3)sc2c1,4.6,0
759,COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,4.6,0
760,COc1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.51,0
761,C#CCOc1ccc(C(=O)c2ccc(C(=O)Nc3nc4ccc(OC)cc4s3)cc2)cc1,4.51,0
762,O=C(Nc1nccs1)c1ccc(C(=O)c2ccccc2)cc1,4.48,0
763,COc1ccc2nc(NC(=O)c3cccnc3)sc2c1,4.43,0
764,O=C(O)Cn1nnc(-c2cc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)no2)n1,4.42,0
765,O=C(Nc1nc2ccccc2o1)c1ccc(C(=O)c2ccccc2)cc1,4.37,0
766,C#CCNC(=O)c1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1,4.34,0
767,O=C(O)Cn1nnc(-c2cnc(N3CC4(C3)CN(c3cc(F)ccc3Cl)C4)s2)n1,4.29,0
768,COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,4.27,0
769,O=C(O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,4.17,0
